Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Receive a low stock alert by email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
;;S-011  Уголок L-образный Коричневый;Крепежная фурнитура;56;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""S-011.jpg"" src=""/upload/medialibrary/fef/fef3b4eebd93bb4ba639a960be53a25d.jpg"" height=""236"" title=""S-011.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/aa4/7c2j6j33f2zf7h8u17s3f3cvlyksl80w/c4d01590-26d2-11ea-0d8b-000c29c4160b_661f3787-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной 06 вишня;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1ec/x7mobum5itk5nt11tb5v6kx0q266kv8m/d14e6a5f-1752-11ea-6987-000c29c4160b_661f378a-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной 02 черный;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/37a/p0d0dqeyoh8oyvmoqxxqeeus6ip85qhm/d14e6a5d-1752-11ea-6987-000c29c4160b_661f3789-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 13 Крем;Крепежная фурнитура;32;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/bb5/tt0h0jn3hrhp84jxc1z2x20t83lihkib/07d1dc40-a1ff-11e9-ce91-001517eeea50_603fd12a-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 25х25х1,2 Черный;Крепежная фурнитура;31;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/9f0/dhtffru5y2jaraq11w0xonx4fabzwdwn/61c459e8-6746-11ea-6d85-000c29c4160b_5711f97a-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный А груша;Крепежная фурнитура;143;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1c1/1u7wis4pfnngkg3y25hrkbp4n1pckuyx/63737e8d-1743-11ea-6987-000c29c4160b_80a513fd-38eb-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-402  Уголок №1  15х25х25 mm;Крепежная фурнитура;18;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""S-402.jpg"" src=""/upload/medialibrary/b9a/b9a6f58e0b76c07940fd2e2837364e86.jpg"" height=""261"" title=""S-402.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/f03/iluukufu57yjaukwp91i8gojaiyhdqb4/7580e9fd-bef5-11df-a03f-00248c9ebc32_f5683435-1bcc-11e1-fd9b-d5f5a1f972a3.jpeg;;;;;;;;;;;;;;;;;;;
;;К-127 Уголок двойной бежевый;Крепежная фурнитура;9;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/b3e/4d82qtxbtx5bh6g856ohik139co99kma/d14e6a63-1752-11ea-6987-000c29c4160b_661f378c-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 16 Бежевый (Mese);Крепежная фурнитура;35;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/395/bpbaex5u00balt7rltr8xq8cgmhdt9uv/2590c6b2-253f-11ea-0d8b-000c29c4160b_603fd12c-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-8005 уголок метал. 23х30х30;Крепежная фурнитура;35;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""M-8005.jpg"" src=""/upload/medialibrary/738/738a0d62128cb941e3930e3f4b5c8062.jpg"" height=""588"" title=""M-8005.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/347/vsyy4j1ja4szzjrxuh1emnru1du5e2tn.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 20 Армут;Крепежная фурнитура;26;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/9d8/4qpy0ierrw23u78u7ylzbtm4w5xp1r74/2590c6b0-253f-11ea-0d8b-000c29c4160b_603fd132-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 18 Коричневый;Крепежная фурнитура;32;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/028/0lbjcdzo40tg0xyhdm7enkpc6rrf33t6/07d1dc37-a1ff-11e9-ce91-001517eeea50_603fd12e-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный 3 Коричневый;Крепежная фурнитура;140;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/504/mqht6dyg0mk5q2qks04wg77q9ibftkbm/07d1dbd2-a1ff-11e9-ce91-001517eeea50_678305a7-f975-11e9-b89f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;10803 Уголок крепёжный S бежевый;Крепежная фурнитура;52;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""10803.jpg"" src=""/upload/medialibrary/a59/a596cfb27c12f4f12e77530c12a42798.jpg"" height=""292"" title=""10803.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/f89/4xzka1qm6t1db2qdwv5aj2q51ulrdclu/63737e83-1743-11ea-6987-000c29c4160b_cd6f050c-36a5-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной 05 армут;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/f29/62d7eyf6yeh5zqqgehypnenuzn5x3dpr/63737eb8-1743-11ea-6987-000c29c4160b_f3f30045-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-651 (451)  Пластина №1  15х50 mm;Крепежная фурнитура;40;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""S-651.jpg"" src=""/upload/medialibrary/cbb/cbbd4aedbc070b446db8d73f58f5cca5.jpg"" height=""490"" title=""S-651.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/d5c/4wxaztszvjlhzdfbtrw5gubvgt5f7l9d/7580ea27-bef5-11df-a03f-00248c9ebc32_33ebb646-e252-11df-aedf-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 16 Бежевый ОАК;Крепежная фурнитура;34;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ff0/e92qxsffnjdp20fwpa9nzgl4z7yg3rv3/07d1dc1a-a1ff-11e9-ce91-001517eeea50_603fd12d-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-018-30  Уголок  2 mm 30*30*14 mm;Крепежная фурнитура;17;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""YJ-02-018-30.jpg"" src=""/upload/medialibrary/c0e/c0e11058f480777c1dd2f730cc83f36e.jpg"" height=""441"" title=""YJ-02-018-30.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/00f/uf3c631h88okkjgdy7du1efrnyxl19y1/9dad9d9f-0509-11e1-0c9c-955defa58c2f_00f5c842-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;M-8006 Уголок метал. 30х25х25;Крепежная фурнитура;47;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""M-8006.jpg"" src=""/upload/medialibrary/1e8/1e8b9910e4e2f181c942c92bb471ba0e.jpg"" height=""531"" title=""M-8006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/347/vsyy4j1ja4szzjrxuh1emnru1du5e2tn.jpeg;;;;;;;;;;;;;;;;;;;
;;10803 Уголок крепёжный 4 Белый;Крепежная фурнитура;58;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""10803.jpg"" src=""/upload/medialibrary/a59/a596cfb27c12f4f12e77530c12a42798.jpg"" height=""292"" title=""10803.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/8e7/qc4ooer91kadi7lgd2d5tubczmqi1jey.jpeg;;;;;;;;;;;;;;;;;;;
;;48104.025 Уголок L-образный Светло-коричневый;Крепежная фурнитура;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""600"" alt=""48104.jpg"" src=""/upload/medialibrary/080/080a9c96606561cbe621c9fc1de3fad9.jpg"" height=""473"" title=""48104.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/3fe/3kk8ziyiyey8lqqs7gssv1mzz12f16nr/1e259d13-2561-11ea-0d8b-000c29c4160b_966bca27-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-656 (456) Пластина №6  30х50 mm;Крепежная фурнитура;57;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>S-656 (456) Пластина №6&nbsp;&nbsp;30х50 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1c0/iayh27i6i3uhwki90drr4q0nk4nru6df/7580ea2b-bef5-11df-a03f-00248c9ebc32_13ef7e9d-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Красный;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/14b/520xz9sbg5u8gbq4paeac2hrdww08314/fc3a8303-2531-11ea-0d8b-000c29c4160b_d87656b1-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Бежевый;Крепежная фурнитура;115;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ea1/hpujk9eq9bo726z0bhfm02dsib3awr0u/fc3a82fd-2531-11ea-0d8b-000c29c4160b_966bca24-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Коричневый;Крепежная фурнитура;118;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/5ac/1pzns96qkqpnoyil0lzivy79u637pb7a/fc3a82f9-2531-11ea-0d8b-000c29c4160b_d87656af-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Армут;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/c12/xda62miaqxykmu3nk9aht549u5lq7gls/fc3a830d-2531-11ea-0d8b-000c29c4160b_966bca21-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;460 Пластина №10  40х100 mm;Крепежная фурнитура;127;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""460 пластина.jpg"" src=""/upload/medialibrary/bcd/bcdaba7e75f29afb2d52f381d61de6a9.jpg"" height=""330"" title=""460 пластина.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ccc/ie56y99cgats33s2hgd0pbhywl5vho4r/2ec595fe-4778-11e8-5f9b-001517eeea50_120505d6-5c69-11ea-6b85-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-409 (608) Уголок №8  30х45х45 mm;Крепежная фурнитура;83;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""S-409.jpg"" src=""/upload/medialibrary/a19/a19020880d914c063ecb70e15606003f.jpg"" height=""520"" title=""S-409.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/8d0/mtpiwnruoydrfxjruopltsnlf3tf2fnk/7580ea07-bef5-11df-a03f-00248c9ebc32_13ef7e92-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;; Гайка М8 оц.;Крепежная фурнитура;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p> Гайка М8 оц.</p>;;;;;;;;;;;;https://artmebel.kz/local/templates/eshop_header/components/bitrix/catalog.element/.default/images/no_photo.png;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 25х25х1,2 Бежевый;Крепежная фурнитура;26;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/8b3/e6hgca7og1oaou4dthwb9sl0y4nfa8gg/61c459ea-6746-11ea-6d85-000c29c4160b_5711f973-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-404 (603) Уголок №3  15х45х45 mm;Крепежная фурнитура;39;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""322"" alt=""S-404.jpg"" src=""/upload/medialibrary/098/0986861bbdf32123db51e54e50c23cd4.jpg"" height=""520"" title=""S-404.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/983/0r1l9jus1v6btwtxl38o72pzvaf3t3zt/f581f29c-18c7-11e0-1192-001517eeea50_b662dd3d-1192-11e1-cb99-95bc2c392875.jpeg;;;;;;;;;;;;;;;;;;;
;;451 Пластина №1  16х50 mm;Крепежная фурнитура;25;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""451.jpg"" src=""/upload/medialibrary/d3c/d3c25e46b25a5aafa43b7b9299c97999.jpg"" height=""420"" title=""451.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/a31/7frp80rfqupkmzjj7lx6xflcoqdgv4gg/2ec595ea-4778-11e8-5f9b-001517eeea50_eba38f4f-6255-11e8-5e8d-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;S-001  Соединительный элемент L-образный;Крепежная фурнитура;105;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>S-001&nbsp;&nbsp;Соединительный элемент L-образный</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/721/umlbutmgfwdj1qav9bym4bxakxz51660/bca9112c-beef-11df-a03f-00248c9ebc32_ed80e47a-c7ba-11df-bd13-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;4-0132-000-0008-1-0 Защита угла пласт. черная;Крепежная фурнитура;95;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;<p>4-0132-000-0008-1-0 Защита угла пласт. черная</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/704/bmxy029akq8rrr4qbl8rf0yg7iw64yd8/317c8ef4-18e2-11e6-f89c-001517eeea50_705fd0be-48b8-11e6-2784-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;К-127 Уголок двойной коричневый;Крепежная фурнитура;9;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/def/ho2nxgzk65jxfw2v1nzf3htulcmhtjei/d14e6a66-1752-11ea-6987-000c29c4160b_661f378d-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-25-1  Уголок  1,8 mm 25*25*15 mm;Крепежная фурнитура;14;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""YJ-02-020-25-1.jpg"" src=""/upload/medialibrary/503/503e9a1efae01d41628597d0a0632863.jpg"" height=""261"" title=""YJ-02-020-25-1.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/5db/s680tplhrj1p3eo854aneux0vvgo2dk7/9dad9ddb-0509-11e1-0c9c-955defa58c2f_170c08cb-2acf-11e1-9499-159c1e55f516.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной бук;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/07d/g5899p45kcxwq5wor2m761v9qd04nqmb/d14e69c0-1752-11ea-6987-000c29c4160b_f3f30044-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;22.01.010 Уголок19*19*35*1 мм сталь;Крепежная фурнитура;17;;;;;;;;;;;КНР;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""22,01,010.jpg"" src=""/upload/medialibrary/fd0/fd0dabaeaa258fa54c4c2feedbc7e415.jpg"" height=""520"" title=""22,01,010.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/4ac/4kwsj233xztvte1o1k55a8m1apqc9fxo/02e06e1b-137f-11e2-3693-001517eeea50_bde353b6-32c0-11e2-af9d-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 18 Коричневый;Крепежная фурнитура;66;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/58f/k0csmbxf4uw2g24jpq8hkvvuso4ib2u8/20e91aa9-119f-11ea-6e87-001517eeea50_d87656ad-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Бук;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/cfe/mpd65b5hr1oz6dbvalez3mtr4348doyy/fc3a82fb-2531-11ea-0d8b-000c29c4160b_d87656b0-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной 10 серый;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/fd3/wd3i5ngpqbuha0hquckfjmhiomdp6lk5/63737eb6-1743-11ea-6987-000c29c4160b_523f003a-c521-11ec-9583-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 25х25х1,2 Коричневый;Крепежная фурнитура;31;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/e42/yyn1d5smxpxltpemeehmthlm4w8bf1zv/61c459e6-6746-11ea-6d85-000c29c4160b_5711f978-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-010 (108)  Соединительный элемент;Крепежная фурнитура;56;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>S-010 (108)&nbsp;&nbsp;Соединительный элемент</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/297/47t03m4h661lhbrr2o58cx4l65fr1m6u/bca91130-beef-11df-a03f-00248c9ebc32_ed80e47c-c7ba-11df-bd13-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;S-428  Уголок №20  115х40х40 mm;Крепежная фурнитура;278;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>S-428&nbsp;&nbsp;Уголок №20&nbsp;&nbsp;115х40х40 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ba2/n9pm1cgrzl1qew6gvag1711y8akf9o7o/7580ea0f-bef5-11df-a03f-00248c9ebc32_13ef7e96-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;S-408 (607) Уголок №7  30х35х35 mm;Крепежная фурнитура;66;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""S-408.jpg"" src=""/upload/medialibrary/97b/97b8479be3d83ff8325e7b9d0cc25959.jpg"" height=""520"" title=""S-408.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/113/gsr17kvyu1numeqvoamljf0kuvnoppbq/7580ea05-bef5-11df-a03f-00248c9ebc32_13ef7e91-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;48104.025 Уголок L-образный Коричневый;Крепежная фурнитура;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""600"" alt=""48104.jpg"" src=""/upload/medialibrary/080/080a9c96606561cbe621c9fc1de3fad9.jpg"" height=""473"" title=""48104.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/25a/m2sgl2w592m18vs0tgzirj4orc4dmck2/1e259d1a-2561-11ea-0d8b-000c29c4160b_966bca26-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 25х25х1,2 Серый;Крепежная фурнитура;31;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""398"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/775/s6oio4mvq4r7rgxy3ddcmzipi1xwm7bu/61c459e4-6746-11ea-6d85-000c29c4160b_5711f979-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
